Ch1,Ch2,Ch3,Media,Name,Directory,SubDirectory,Image,Row,Column,size-average,image-quality,too-big-(>250),too-small-(<75),#nuclei,all-negative,Dapi-positive,Dapi-intensity,Dapi-area,Dapi-intensity-in-nuclei,Dapi-area-fraction-in-nuclei,Ch1-positive,Ch1-intensity,Ch1-area,Ch1-intensity-in-nuclei,Ch1-area-fraction-in-nuclei,Ch2-positive,Ch2-intensity,Ch2-area,Ch2-intensity-in-nuclei,Ch2-area-fraction-in-nuclei,Ch3-positive,Ch3-intensity,Ch3-area,Ch3-intensity-in-nuclei,Ch3-area-fraction-in-nuclei,Ch1-Ch2-positive,Ch1-Ch3-positive,Ch2-Ch3-positive,Ch1-Ch2-Ch3-positive
MAP2,Tuj1,nestin,E8,,E8 11-16,Cortical final-4W-E8-11-16-18-E+F,scan_Plate_R_p00_0_F05f05d0.TIF,F,5,98.61,True,20,66,149,0,149,4.087508191161593,3.566819759955854,34.838153742415834,99.99237119118528,135,17.133527430332016,5.752422859376437,35.90640646149896,44.36143171591234,80,9.102880989607284,1.343709762714982,21.98280743805725,6.673426133784752,149,12.16761200335694,52.93135806585119,27.886678899897205,97.82750458129397,78,135,80,78
MAP2,Tuj1,nestin,E8,,E8 11-16,Cortical final-4W-E8-11-16-18-E+F,scan_Plate_R_p00_0_F05f06d0.TIF,F,5,104.4,True,21,251,241,0,241,5.355567546905178,5.553823116895061,31.72795215797039,99.92090122095328,172,20.510417145681963,9.204997470799228,28.129960674377635,27.341562680082813,163,15.51813767474478,4.596894256414973,24.838804515528544,18.044043318431246,241,19.245806700082774,89.07816380023912,30.758173551050135,99.38689627286094,149,172,163,149
MAP2,Tuj1,nestin,E8,,E8 11-16,Cortical final-4W-E8-11-16-18-E+F,scan_Plate_R_p00_0_F05f07d0.TIF,F,5,128.96,False,24,411,122,0,122,5.382915967304331,6.4664909638554215,30.76649291771288,99.96389049387705,93,13.302017468729881,4.781626506024097,21.07535519179548,12.417993119234236,46,9.55824347006346,0.8614371608571691,16.730882921284866,2.2898390834023794,122,12.166504040973052,54.839898717005426,23.034883241032887,95.85232315563168,43,93,46,43
MAP2,Tuj1,nestin,E8,,E8 11-16,Cortical final-4W-E8-11-16-18-E+F,scan_Plate_R_p00_0_F05f08d0.TIF,F,5,130.09,True,18,156,56,1,56,3.346384823645728,2.993654005334314,28.04039718869024,99.9247823432606,54,26.758688379472087,18.77177124528649,56.31484272389878,71.98704595431217,50,17.31723794031086,7.466459348845765,39.13019693409882,50.298622879687564,55,9.587674888485239,33.736448657224315,23.82612907844033,90.84975067217644,50,54,50,50
MAP2,Tuj1,nestin,E8,,E8 11-16,Cortical final-4W-E8-11-16-18-E+F,scan_Plate_R_p00_0_F05f09d0.TIF,F,5,162.5,True,77,13,137,0,137,10.85139005449278,12.510705991906558,35.201709752141355,99.98217473057852,127,31.54505426285294,24.889131909316657,47.27182987537663,65.27664282154338,128,38.61981226432447,28.300032189828013,58.75007867950506,66.91346940255788,137,25.592230323967627,69.25210383518808,55.3811692856125,99.6247205503222,121,127,128,121
MAP2,Tuj1,nestin,E8,,E8 11-16,Cortical final-4W-E8-11-16-18-E+F,scan_Plate_R_p00_0_F05f10d0.TIF,F,5,134.25,True,43,17,99,0,99,6.311802314218707,6.526056516140899,30.885108780577404,99.94408567648593,95,30.66208656189644,23.58659351145038,55.51124567417908,73.35024555659203,91,31.862507760047826,19.53462705784972,60.93700507153766,67.16443345051763,99,21.96463933022165,69.00320748643429,57.85737627290398,99.81676308380742,91,95,91,91
MAP2,Tuj1,nestin,E8,,E8 11-16,Cortical final-4W-E8-11-16-18-E+F,scan_Plate_R_p00_0_F05f11d0.TIF,F,5,169.63,True,61,14,114,0,114,8.521350909362642,7.6596701692265245,35.21887651626418,99.997688291573,114,36.40380702198105,42.33271348753794,62.38547246932947,87.41588243541928,110,35.279971747677735,28.532689919985284,58.77215951530191,69.8362406304013,114,12.729995602639566,45.929926768141264,29.292429693186488,98.08236667433356,110,114,110,110
MAP2,Tuj1,nestin,E8,,E8 11-16,Cortical final-4W-E8-11-16-18-E+F,scan_Plate_R_p00_0_F06f00d0.TIF,F,6,119.58,False,28,101,132,0,132,4.553836768831049,4.073665846592477,40.74516261422771,99.97438704335255,49,7.622734497148901,0.9937172353536282,16.13237594587294,3.665890283994311,116,10.7897587487354,3.2459992642325024,31.537613692752554,29.927145147453228,132,9.954075605858549,34.312416651338175,32.92486821700486,95.72466279620491,49,49,116,49
MAP2,Tuj1,nestin,E8,,E8 11-16,Cortical final-4W-E8-11-16-18-E+F,scan_Plate_R_p00_0_F06f01d0.TIF,F,6,109.77,False,30,72,158,0,158,5.52971164237101,4.296767221557988,46.72621378569659,100.0,59,7.657336406695484,1.631047089119838,17.3345970390132,6.524408991980419,103,7.481296847696128,1.4450214982065668,21.30862943228511,7.165665050451371,158,7.232490314310678,16.37003644348386,24.444050753785636,82.0899711996938,45,59,103,45
MAP2,Tuj1,nestin,E8,,E8 11-16,Cortical final-4W-E8-11-16-18-E+F,scan_Plate_R_p00_0_F06f02d0.TIF,F,6,123.75,False,40,31,177,2,177,6.503747815690242,5.240403407523223,43.99556492689891,100.0,127,15.001886122735216,5.897348937735676,32.364513936277504,30.169616617503387,138,10.713126839418743,3.3251804929642232,32.0024164656282,27.310786230576955,175,6.955999091786995,19.586935528373033,26.396262164749864,87.04994393346588,112,127,138,112
